2013,07,23,16,04,39,28.1,55,1,80,28.5
2013,07,23,16,05,39,28.7,51,1,78,28.5
2013,07,23,16,06,39,29.3,52,1,79,30.3
2013,07,23,16,07,39,30.0,52,0,79,28.4
2013,07,23,16,08,39,30.8,51,0,79,28.4
2013,07,23,16,09,39,31.2,51,0,79,28.3
2013,07,23,16,10,39,31.7,52,0,79,28.3
2013,07,23,16,11,39,31.8,51,0,79,28.3
2013,07,23,16,12,39,31.9,51,0,79,28.3
2013,07,23,16,13,39,32.0,51,0,79,28.3
2013,07,23,16,14,39,32.1,52,0,79,28.3
2013,07,23,16,15,39,32.2,51,0,78,28.3
2013,07,23,16,16,39,32.4,51,0,79,28.3
2013,07,23,16,17,39,32.6,51,0,79,28.3
2013,07,23,16,18,39,32.5,51,0,79,28.3
2013,07,23,16,19,39,32.8,51,0,79,28.2
2013,07,23,16,20,39,32.9,51,0,79,28.2
2013,07,23,16,21,39,33.2,51,0,79,28.3
2013,07,23,16,22,39,33.2,51,0,79,28.3
2013,07,23,16,23,39,33.3,51,0,79,28.3
2013,07,23,16,24,39,33.3,51,0,79,28.3
2013,07,23,16,25,39,33.5,51,0,78,28.3
2013,07,23,16,26,39,33.4,51,0,79,28.3
2013,07,23,16,27,39,33.4,51,0,78,28.3
2013,07,23,16,28,39,33.4,51,0,78,28.3
2013,07,23,16,29,39,33.3,51,0,79,28.3
2013,07,23,16,30,39,33.4,50,0,79,28.3
2013,07,23,16,31,39,33.3,50,0,79,28.4
2013,07,23,16,32,39,33.3,51,0,79,28.4
2013,07,23,16,33,39,33.4,51,0,79,28.4
2013,07,23,16,34,39,33.5,51,0,79,28.4
2013,07,23,16,35,39,33.4,51,0,79,28.4
2013,07,23,16,36,39,33.4,51,0,79,28.4
2013,07,23,16,37,39,33.3,50,0,78,28.4
2013,07,23,16,38,39,33.3,50,0,79,28.4
2013,07,23,16,39,39,33.1,50,0,79,28.4
2013,07,23,16,40,39,33.1,51,0,79,28.4
2013,07,23,16,41,39,32.8,51,0,79,28.4
2013,07,23,16,42,39,32.6,50,0,79,28.4
2013,07,23,16,43,39,32.6,50,0,78,28.4
2013,07,23,16,44,39,32.9,50,0,79,28.3
2013,07,23,16,45,39,32.8,51,0,79,28.4
2013,07,23,16,46,39,32.8,50,0,79,28.3
2013,07,23,16,47,39,32.7,50,0,79,28.3
2013,07,23,16,48,39,32.8,51,0,79,28.3
2013,07,23,16,49,39,32.7,50,0,79,28.3
2013,07,23,16,50,39,32.6,50,0,79,28.3
2013,07,23,16,51,39,32.7,51,0,79,28.3
2013,07,23,16,52,39,32.8,51,0,79,28.2
2013,07,23,16,53,39,32.9,50,0,79,28.2
2013,07,23,16,55,58,32.7,51,0,79,28.3
2013,07,23,16,56,58,32.8,51,0,79,28.3
2013,07,23,16,57,58,32.8,51,0,79,28.3
2013,07,23,16,58,58,32.9,50,0,79,28.2
2013,07,23,16,59,58,33.0,50,0,78,28.3
2013,07,23,17,00,58,33.1,50,0,79,28.3
2013,07,23,17,01,58,33.0,50,0,78,28.3
2013,07,23,17,02,58,33.1,50,0,78,28.2
2013,07,23,17,03,58,33.1,50,0,79,28.3
2013,07,23,17,04,58,33.2,50,0,78,28.2
2013,07,23,17,05,58,33.5,50,0,79,28.2
2013,07,23,17,06,58,33.4,50,0,79,28.3
